table_code,var_name,ons_name,total,table_scode,prog_id,var_id,set_null
TS001,Residence type: Total,Residence type: Total; measures: Value,59597747,1000,1,1001,0
TS024,Main language (detailed): Other European language (EU): Italian,Main language (detailed): Other European language (EU): Italian,159986,24000,18,24018,0
TS024,Main language (detailed): Other European language (EU): German,Main language (detailed): Other European language (EU): German,46412,24000,19,24019,0
TS024,Main language (detailed): Other European language (EU): Polish,Main language (detailed): Other European language (EU): Polish,611831,24000,20,24020,0
TS024,Main language (detailed): Other European language (EU): Slovak,Main language (detailed): Other European language (EU): Slovak,49942,24000,21,24021,0
TS024,Main language (detailed): Other European language (EU): Czech,Main language (detailed): Other European language (EU): Czech,30030,24000,22,24022,0
TS024,Main language (detailed): Other European language (EU): Romanian,Main language (detailed): Other European language (EU): Romanian,471952,24000,23,24023,0
TS024,Main language (detailed): Other European language (EU): Lithuanian,Main language (detailed): Other European language (EU): Lithuanian,119657,24000,24,24024,0
TS024,Main language (detailed): Other European language (EU): Latvian,Main language (detailed): Other European language (EU): Latvian,38365,24000,25,24025,0
TS024,Main language (detailed): Other European language (EU): Hungarian,Main language (detailed): Other European language (EU): Hungarian,87339,24000,26,24026,0
TS024,Main language (detailed): Other European language (EU): Bulgarian,Main language (detailed): Other European language (EU): Bulgarian,111437,24000,27,24027,0
TS024,Main language (detailed): Other European language (EU): Greek,Main language (detailed): Other European language (EU): Greek,76678,24000,28,24028,0
TS024,Main language (detailed): Other European language (EU): Dutch,Main language (detailed): Other European language (EU): Dutch,19062,24000,29,24029,0
TS024,Main language (detailed): Other European language (EU): Swedish,Main language (detailed): Other European language (EU): Swedish,12511,24000,30,24030,0
TS024,Main language (detailed): Other European language (EU): Danish,Main language (detailed): Other European language (EU): Danish,6031,24000,31,24031,0
TS024,Main language (detailed): Other European language (EU): Finnish,Main language (detailed): Other European language (EU): Finnish,4747,24000,32,24032,0
TS024,Main language (detailed): Other European language (EU): Estonian,Main language (detailed): Other European language (EU): Estonian,2642,24000,33,24033,0
TS024,Main language (detailed): Other European language (EU): Slovenian,Main language (detailed): Other European language (EU): Slovenian,2371,24000,34,24034,0
TS024,Main language (detailed): Other European language (EU): Maltese,Main language (detailed): Other European language (EU): Maltese,1487,24000,35,24035,0
TS024,Main language (detailed): Other European language (EU): Any other European language (EU),Main language (detailed): Other European language (EU): Any other European language (EU),5826,24000,36,24036,0
TS024,Main language (detailed): Other European language (non EU),Main language (detailed): Other European language (non EU),74643,24000,37,24037,0
TS024,Main language (detailed): Other European language (non EU): Albanian,Main language (detailed): Other European language (non EU): Albanian,52328,24000,38,24038,0
TS024,Main language (detailed): Other European language (non EU): Ukrainian,Main language (detailed): Other European language (non EU): Ukrainian,14082,24000,39,24039,0
TS024,Main language (detailed): Other European language (non EU): Any other Eastern European language (non EU),Main language (detailed): Other European language (non EU): Any other Eastern European language (non EU),357,24000,40,24040,0
TS024,Main language (detailed): Other European language (non EU): Northern European language (non EU),Main language (detailed): Other European language (non EU): Northern European language (non EU),7876,24000,41,24041,0
TS024,Main language (detailed): Other European language (EU and non-EU),Main language (detailed): Other European language (EU and non-EU),18012,24000,42,24042,0
TS024,"Main language (detailed): Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin","Main language (detailed): Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",18012,24000,43,24043,0
TS024,Main language (detailed): Other European language (non-national),Main language (detailed): Other European language (non-national),5519,24000,44,24044,0
TS024,Main language (detailed): Other European language (non-national): Any Romani language,Main language (detailed): Other European language (non-national): Any Romani language,166,24000,45,24045,0
TS024,Main language (detailed): Other European language (non-national): Yiddish,Main language (detailed): Other European language (non-national): Yiddish,5353,24000,46,24046,0
TS024,Main language (detailed): Russian,Main language (detailed): Russian,91247,24000,47,24047,0
TS024,Main language (detailed): Turkish,Main language (detailed): Turkish,112971,24000,48,24048,0
TS024,Main language (detailed): Arabic,Main language (detailed): Arabic,204001,24000,49,24049,0
TS024,Main language (detailed): West or Central Asian language,Main language (detailed): West or Central Asian language,219394,24000,50,24050,0
TS024,Main language (detailed): West or Central Asian language: Hebrew,Main language (detailed): West or Central Asian language: Hebrew,6666,24000,51,24051,0
TS024,Main language (detailed): West or Central Asian language: Kurdish,Main language (detailed): West or Central Asian language: Kurdish,66446,24000,52,24052,0
TS024,Main language (detailed): West or Central Asian language: Persian or Farsi,Main language (detailed): West or Central Asian language: Persian or Farsi,87704,24000,53,24053,0
TS024,Main language (detailed): West or Central Asian language: Pashto,Main language (detailed): West or Central Asian language: Pashto,48706,24000,54,24054,0
TS024,Main language (detailed): West or Central Asian language: Any other West or Central Asian language,Main language (detailed): West or Central Asian language: Any other West or Central Asian language,9872,24000,55,24055,0
TS024,Main language (detailed): South Asian language,Main language (detailed): South Asian language,1374145,24000,56,24056,0
TS024,Main language (detailed): South Asian language: Urdu,Main language (detailed): South Asian language: Urdu,269863,24000,57,24057,0
TS024,Main language (detailed): South Asian language: Hindi,Main language (detailed): South Asian language: Hindi,51251,24000,58,24058,0
TS024,Main language (detailed): South Asian language: Panjabi,Main language (detailed): South Asian language: Panjabi,290745,24000,59,24059,0
TS024,Main language (detailed): South Asian language: Pakistani Pahari (with Mirpuri and Potwari),Main language (detailed): South Asian language: Pakistani Pahari (with Mirpuri and Potwari),22792,24000,60,24060,0
TS024,Main language (detailed): South Asian language: Bengali (with Sylheti and Chatgaya),Main language (detailed): South Asian language: Bengali (with Sylheti and Chatgaya),199491,24000,61,24061,0
TS024,Main language (detailed): South Asian language: Gujarati,Main language (detailed): South Asian language: Gujarati,188963,24000,62,24062,0
TS024,Main language (detailed): South Asian language: Marathi,Main language (detailed): South Asian language: Marathi,11028,24000,63,24063,0
TS024,Main language (detailed): South Asian language: Telugu,Main language (detailed): South Asian language: Telugu,31248,24000,64,24064,0
TS024,Main language (detailed): South Asian language: Tamil,Main language (detailed): South Asian language: Tamil,125384,24000,65,24065,0
TS024,Main language (detailed): South Asian language: Malayalam,Main language (detailed): South Asian language: Malayalam,65004,24000,66,24066,0
TS024,Main language (detailed): South Asian language: Sinhala,Main language (detailed): South Asian language: Sinhala,13004,24000,67,24067,0
TS024,Main language (detailed): South Asian language: Nepalese,Main language (detailed): South Asian language: Nepalese,74367,24000,68,24068,0
TS024,Main language (detailed): South Asian language: Any other South Asian language,Main language (detailed): South Asian language: Any other South Asian language,31005,24000,69,24069,0
TS024,Main language (detailed): East Asian language,Main language (detailed): East Asian language,361684,24000,70,24070,0
TS024,Main language (detailed): East Asian language: Mandarin Chinese,Main language (detailed): East Asian language: Mandarin Chinese,30825,24000,71,24071,0
TS024,Main language (detailed): East Asian language: Cantonese Chinese,Main language (detailed): East Asian language: Cantonese Chinese,55553,24000,72,24072,0
TS024,Main language (detailed): East Asian language: All other Chinese,Main language (detailed): East Asian language: All other Chinese,118275,24000,73,24073,0
TS024,Main language (detailed): East Asian language: Japanese,Main language (detailed): East Asian language: Japanese,22536,24000,74,24074,0
TS024,Main language (detailed): East Asian language: Korean,Main language (detailed): East Asian language: Korean,12098,24000,75,24075,0
TS024,Main language (detailed): East Asian language: Vietnamese,Main language (detailed): East Asian language: Vietnamese,18518,24000,76,24076,0
TS024,Main language (detailed): East Asian language: Thai,Main language (detailed): East Asian language: Thai,22965,24000,77,24077,0
TS024,Main language (detailed): East Asian language: Malay,Main language (detailed): East Asian language: Malay,8012,24000,78,24078,0
TS024,Main language (detailed): East Asian language: Tagalog or Filipino,Main language (detailed): East Asian language: Tagalog or Filipino,60895,24000,79,24079,0
TS024,Main language (detailed): East Asian language: Any other East Asian language,Main language (detailed): East Asian language: Any other East Asian language,12007,24000,80,24080,0
